date,scientific_name,address,city,state,quality_grade
2021-04-22,Magicicada tredecim,Shaker Heights Ln,Crestview Hills,KY,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,needs_id
2021-04-23,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-23,Magicicada septendecim,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-23,Magicicada,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-23,Magicicada,Long Branch Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada,N Garfield St,Arlington,VA,research
2021-04-23,Magicicada,Ox Rd,Fairfax Station,VA,research
2021-04-23,Magicicada cassinii,Downtown Silver Spring,Silver Spring,MD,research
2021-04-23,Magicicada,Dearbought,Frederick,MD,research
2021-04-23,Magicicada septendecim,Baltimore National Pike,Ellicott City,MD,research
2021-04-23,Magicicada septendecula,Glen Helen,Yellow Springs,OH,research
2021-04-23,Magicicada septendecim,Pennsylvania Ave NW,Washington,DC,research
2021-04-23,Magicicada septendecim,Wernle Rd,Richmond,IN,research
2021-04-23,Magicicada cassinii,Marquis Pl,Woodbridge,VA,research
2021-04-23,Magicicada septendecim,Highbanks Metro Park,Lewis Center,OH,research
2021-04-23,Magicicada cassinii,Dublin Pike,Quakertown,PA,research
2021-04-23,Magicicada septendecim,Downtown,Baltimore,MD,research
2021-04-23,Magicicada septendecim,Downtown,Baltimore,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada,Henson Dr,Marriottsville,MD,research
2021-04-23,Magicicada septendecim,St Clair Ln,Leesburg,VA,research
2021-04-23,Magicicada,Heaters Island Wildlife Management Area,Tuscarora,MD,research
2021-04-23,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Fort Bennett Park,Arlington,VA,research
2021-04-23,Magicicada septendecim,Harpers Ferry National Historical Park,Jefferson County,WV,research
2021-04-23,Magicicada septendecim,National Mall,Washington,DC,research
2021-04-23,Magicicada septendecim,E Jefferson St,Franklin,IN,research
2021-04-23,Magicicada septendecim,E Jefferson St,Franklin,IN,research
2021-04-23,Magicicada,Windjammer Ct,Indianapolis,IN,research
2021-04-23,Magicicada septendecim,Lieber Cabin,Marshall,IN,research
2021-04-23,Magicicada cassinii,Hamburg Rd,Frederick,MD,research
2021-04-23,Magicicada septendecim,Potts Ct,Pottstown,PA,research
2021-04-23,Magicicada septendecim,Steinmeier Ct,Indianapolis,IN,research
2021-04-23,Magicicada septendecim,Jackson Creek,Bloomington,IN,research
2021-04-23,Magicicada septendecim,E Market St,Mount Union,PA,research
2021-04-23,Magicicada septendecim,East Falls Church,Arlington,VA,research
2021-04-23,Magicicada cassinii,East Falls Church,Arlington,VA,research
2021-04-23,Magicicada septendecim,E  Lakes Rd,Winslow,IN,research
2021-04-23,Magicicada septendecim,Limekiln Rd,Sharpsburg,MD,research
2021-04-23,Magicicada septendecim,E Gude Dr & Redgate Farms Ct,Rockville,MD,research
2021-04-23,Magicicada septendecim,N Beauregard St & Sanger Av,Alexandria,VA,research
2021-04-23,Magicicada cassinii,Susquehanna State Park,Havre De Grace,MD,research
2021-04-23,Magicicada septendecula,Susquehanna State Park,Havre De Grace,MD,research
2021-04-23,Magicicada septendecim,Susquehanna State Park,Havre De Grace,MD,research
2021-04-23,Magicicada septendecim,Westminster Choir College - Princeton Campus,Princeton,NJ,research
2021-04-23,Magicicada cassinii,East Falls Church,Arlington,VA,research
2021-04-23,Magicicada septendecim,East Falls Church,Arlington,VA,research
2021-04-23,Magicicada septendecim,Alleghenyville Rd,Mohnton,PA,research
2021-04-23,Magicicada cassinii,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada,Lake Nockamixon,Ottsville,PA,research
2021-04-23,Magicicada,N Rykers Ridge Rd,Madison,IN,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada cassinii,Brownsboro Rd,Louisville,KY,research
2021-04-23,Magicicada,Good Neighbor Ridge,Weaverville,NC,research
2021-04-23,Magicicada cassinii,Elsinore Pl & Reading Rd,Cincinnati,OH,research
2021-04-23,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada cassinii,Industry Dr,Fairfield,OH,needs_id
2021-04-23,Magicicada septendecim,Pitkin Rd,Martinsville,IN,research
2021-04-23,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada cassinii,Glen Helen,Yellow Springs,OH,research
2021-04-23,Magicicada cassinii,Sayler Park,Cincinnati,OH,research
2021-04-23,Magicicada septendecula,Sayler Park,Cincinnati,OH,research
2021-04-23,Magicicada septendecim,Glen Helen,Yellow Springs,OH,research
2021-04-23,Magicicada septendecim,Violettes Lock Rd,Germantown,MD,research
2021-04-23,Magicicada septendecim,Lake Darby Estates,Lake Darby,OH,research
2021-04-23,Magicicada,Quadrant Dr,North Bend,OH,research
2021-04-23,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-23,Magicicada,Cavalry Dr,Fairfax,VA,research
2021-04-23,Magicicada septendecim,Riva Rd. at Farmers Market,Parole,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada septendecim,Goose Run Ct,Inwood,WV,research
2021-04-23,Magicicada cassinii,Indiana University Bloomington,Bloomington,IN,research
2021-04-23,Magicicada septendecim,Indiana University Bloomington,Bloomington,IN,research
2021-04-23,Magicicada cassinii,Elvaton Park,Millersville,MD,research
2021-04-23,Magicicada cassinii,Stewart Ave,Glen Burnie,MD,research
2021-04-23,Magicicada cassinii,Sawmill Creek Park,Glen Burnie,MD,research
2021-04-23,Magicicada cassinii,Dorsey Rd,Glen Burnie,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Mt Lookout,Cincinnati,OH,research
2021-04-23,Magicicada septendecim,Princeton Battlefield Momument,Princeton,NJ,research
2021-04-23,Magicicada septendecim,Princeton University,Princeton,NJ,research
2021-04-23,Magicicada cassinii,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Penrose,Arlington,VA,research
2021-04-23,Magicicada septendecim,Penrose,Arlington,VA,research
2021-04-23,Magicicada septendecim,Penrose,Arlington,VA,research
2021-04-23,Magicicada septendecim,Penrose,Arlington,VA,research
2021-04-23,Magicicada cassinii,Penrose,Arlington,VA,research
2021-04-23,Magicicada septendecim,French Creek State Park,Douglassville,PA,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada cassinii,Cedar Ridge Apt,Reston,VA,research
2021-04-23,Magicicada septendecim,Broken Reins Ct,Clarkson Valley,MO,research
2021-04-23,Magicicada septendecim,Quebec St NW,Washington,DC,research
2021-04-23,Magicicada septendecim,Aviation Blvd,Glen Burnie,MD,research
2021-04-23,Magicicada,Stony Brook,Princeton,NJ,research
2021-04-23,Magicicada cassinii,Tuscarawas Rd,Bethesda,MD,research
2021-04-23,Magicicada septendecim,Tuscarawas Rd,Bethesda,MD,research
2021-04-23,Magicicada septendecim,Glen Helen,Yellow Springs,OH,research
2021-04-23,Magicicada septendecim,Broken Reins Ct,Clarkson Valley,MO,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada,Andover Park,Linthicum Heights,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,Glenbrook Rd,Glen Burnie,MD,research
2021-04-23,Magicicada,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Grosvenor Pl &,North Bethesda,MD,research
2021-04-23,Magicicada septendecim,Conduit St,Annapolis,MD,research
2021-04-23,Magicicada septendecula,Hoosier National Forest,Orleans,IN,research
2021-04-23,Magicicada septendecim,Nockamixon State Park,Bucks County,PA,research
2021-04-23,Magicicada cassinii,Germantown MetroPark,Germantown,OH,research
2021-04-23,Magicicada septendecim,Germantown MetroPark,Germantown,OH,research
2021-04-23,Magicicada cassinii,Lewisburg,Preble Co.,OH,research
2021-04-23,Magicicada septendecim,Hendrickson Dr,Princeton Junction,NJ,needs_id
2021-04-23,Magicicada cassinii,Nibud Ct,North Bethesda,MD,research
2021-04-23,Magicicada septendecim,Seminary Hill,Alexandria,VA,research
2021-04-23,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-23,Magicicada septendecim,Laurel Hill Rd,Greenbelt,MD,research
2021-04-23,Magicicada septendecim,N Post Rd,Lawrence,IN,research
2021-04-23,Magicicada septendecim,Hunters Ridge,Indianapolis,IN,research
2021-04-23,Magicicada cassinii,Heaters Island Wildlife Management Area,Tuscarora,MD,research
2021-04-23,Magicicada septendecim,Hayes Ave,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Harding Rd,Laurel,MD,research
2021-04-23,Magicicada septendecim,Winton Woods,Hamilton County,OH,research
2021-04-23,Magicicada septendecim,Hunters Ridge,Indianapolis,IN,research
2021-04-23,Magicicada,Harding Rd,Laurel,MD,research
2021-04-23,Magicicada septendecim,Nantahala National Forest,Marble,NC,research
2021-04-23,Magicicada septendecim,Harding Rd,Laurel,MD,research
2021-04-23,Magicicada septendecim,W Park Pl,Newark,DE,research
2021-04-23,Magicicada cassinii,W Park Pl,Newark,DE,research
2021-04-23,Magicicada septendecim,Yorkshire,Indianapolis,IN,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada cassinii,Hillside Rd & Laurel Hill Rd,Greenbelt,MD,research
2021-04-23,Magicicada septendecim,Cathedral St,Baltimore,MD,research
2021-04-23,Magicicada septendecim,MacArthur Ct NW,Washington,DC,needs_id
2021-04-23,Magicicada septendecim,Baltimore Annapolis Blvd,Severna Park,MD,research
2021-04-23,Magicicada septendecula,Fergus St,Cincinnati,OH,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada,Clearfield Rd,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Withrow Recreation Area,Cincinnati,OH,research
2021-04-23,Magicicada,River Rd,Potomac,MD,research
2021-04-23,Magicicada septendecim,MacArthur Ct NW,Washington,DC,research
2021-04-23,Magicicada cassinii,Riverside Dr,Dublin,OH,research
2021-04-23,Magicicada cassinii,Paragon @ Grants,Woodbourne-Hyde Park,OH,research
2021-04-23,Magicicada,Jug Bay Natural Area,Upper Marlboro,MD,research
2021-04-23,Magicicada septendecim,National Mall,Washington,DC,research
2021-04-23,Magicicada septendecim,Upper Price Rd,Olivette,MO,research
2021-04-23,Magicicada,Upper Price Rd,Olivette,MO,research
2021-04-23,Magicicada cassinii,Indiana University Bloomington,Bloomington,IN,research
2021-04-23,Magicicada septendecim,East Falls Church,Arlington,VA,research
2021-04-23,Magicicada cassinii,Upper Price Rd,Olivette,MO,research
2021-04-23,Magicicada cassinii,Gracely Dr,Cincinnati,OH,research
2021-04-23,Magicicada,Quadrant Dr,North Bend,OH,research
2021-04-23,Magicicada septendecim,E Gude Dr & Redgate Farms Ct,Rockville,MD,research
2021-04-23,Magicicada septendecim,Leigh Ave,Princeton,NJ,research
2021-04-23,Magicicada septendecim,Georgetown,Washington,DC,research
2021-04-23,Magicicada,Pope St,Brooklyn,MD,research
2021-04-23,Magicicada septendecim,Georgetown,Washington,DC,research
2021-04-23,Magicicada septendecim,Hendrickson Dr,Princeton Junction,NJ,needs_id
2021-04-23,Magicicada septendecim,Supplee Ln,Laurel,MD,research
2021-04-23,Magicicada septendecim,Supplee Ln,Laurel,MD,research
2021-04-23,Magicicada septendecula,Kingwood Locktown Rd,Frenchtown,NJ,research
2021-04-23,Magicicada septendecim,Wayland St,Oakton,VA,research
2021-04-23,Magicicada cassinii,Fall Creek Rd,Indianapolis,IN,research
2021-04-23,Magicicada cassinii,Church St NE,Vienna,VA,research
2021-04-23,Magicicada septendecim,Kingwood Locktown Rd,Frenchtown,NJ,research
2021-04-23,Magicicada cassinii,S Jennings St,North Vernon,IN,research
2021-04-23,Magicicada septendecim,Landborough Dr S,Indianapolis,IN,research
2021-04-23,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-23,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,The U.S. National Arboretum,Washington,DC,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-23,Magicicada septendecim,Catoctin Mountain Park,Thurmont,MD,research
2021-04-23,Magicicada septendecim,Training Center Dr,Elkton,MD,research
2021-04-23,Magicicada septendecim,Patrick Ln,Herndon,VA,research
2021-04-23,Magicicada cassinii,Dunloggin Ct,Ellicott City,MD,research
2021-04-23,Magicicada septendecim,Supplee Ln,Laurel,MD,research
2021-04-23,Magicicada septendecula,Supplee Ln,Laurel,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-23,Magicicada septendecim,Herschel Ave,Cincinnati,OH,research
2021-04-23,Magicicada septendecim,Supplee Ln,Laurel,MD,research
2021-04-23,Magicicada,Training Center Dr,Elkton,MD,research
2021-04-23,Magicicada cassinii,Brentridge Pkwy,Greenwood,IN,research
2021-04-23,Magicicada cassinii,W Wagner Rd,Cambridge City,IN,research
2021-04-23,Magicicada cassinii,W Wagner Rd,Cambridge City,IN,research
2021-04-23,Magicicada septendecim,Baltimore Annapolis Blvd,Linthicum Heights,MD,research
2021-04-23,Magicicada septendecim,Quadrant Dr,North Bend,OH,research
2021-04-23,Magicicada septendecim,Windjammer Ct,Indianapolis,IN,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada,Ault Park,Cincinnati,OH,research
2021-04-23,Magicicada,Big Rd,Perkiomenville,PA,research
2021-04-23,Magicicada septendecim,Princeton Battlefield Momument,Princeton,NJ,research
2021-04-23,Magicicada septendecim,Dalhousie Ct,Parkville,MD,research
2021-04-23,Magicicada septendecula,Ryan Dr,Oxford,OH,research
2021-04-23,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,E County Road  S,Greencastle,IN,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,White Clay Creek State Park,Newark,DE,research
2021-04-23,Magicicada septendecim,Twin Creek Rd,West Alexandria,OH,research
2021-04-23,Magicicada cassinii,Westover Dr SE,Washington,DC,research
2021-04-23,Magicicada septendecim,Park Dr SE,Washington,DC,research
2021-04-23,Magicicada septendecim,Log Canoe Cir,Stevensville,MD,research
2021-04-23,Magicicada cassinii,Windjammer Ct,Indianapolis,IN,research
2021-04-23,Magicicada septendecim,Bay Ridge Rd,Annapolis,MD,research
2021-04-23,Magicicada,Roanoke Ave,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Del Rt  @ Bellevue Rd,Newark,DE,research
2021-04-23,Magicicada septendecim,Woodville Rd,Mount Airy,MD,research
2021-04-23,Magicicada cassinii,Cromwell Valley Park,Hampton,MD,research
2021-04-23,Magicicada septendecim,E Clifford Ave,Alexandria,VA,research
2021-04-23,Magicicada,Pitkin Rd,Martinsville,IN,research
2021-04-23,Magicicada,Longbow Pl,Maineville,OH,research
2021-04-23,Magicicada septendecim,Cabots Point Ln,Reston,VA,research
2021-04-23,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-23,Magicicada septendecim,Memorial Park,Greencastle,IN,research
2021-04-23,Magicicada septendecula,Belknap,Louisville,KY,research
2021-04-23,Magicicada septendecula,Memorial Park,Greencastle,IN,research
2021-04-23,Magicicada septendecim,Owls Cove Ln,Reston,VA,research
2021-04-23,Magicicada,Memorial Park,Greencastle,IN,research
2021-04-23,Magicicada septendecula,Day St,Bolivar,WV,research
2021-04-23,Magicicada septendecim,Memorial Park,Greencastle,IN,research
2021-04-23,Magicicada cassinii,Sterrett Ave,Covington,KY,research
2021-04-23,Magicicada septendecim,Valley Creek,Phoenixville,PA,research
2021-04-23,Magicicada cassinii,Belknap,Louisville,KY,research
2021-04-23,Magicicada cassinii,George Washington University - Foggy Bottom Campus,Washington,DC,research
2021-04-23,Magicicada septendecula,Wisteria Dr,Oakwood,OH,research
2021-04-23,Magicicada,Lincoln Park,Washington,DC,research
2021-04-23,Magicicada septendecim,Chalfonte Dr,Catonsville,MD,research
2021-04-23,Magicicada cassinii,Lincoln Park,Washington,DC,research
2021-04-23,Magicicada septendecim,S Broadway St,Georgetown,KY,research
2021-04-23,Magicicada,Lincoln Park,Washington,DC,research
2021-04-23,Magicicada septendecim,Ward St,Cincinnati,OH,research
2021-04-23,Magicicada cassinii,Westchester Ave,Catonsville,MD,research
2021-04-23,Magicicada septendecim,Beulah Rd NE,Vienna,VA,research
2021-04-23,Magicicada septendecula,Beulah Rd NE,Vienna,VA,research
2021-04-23,Magicicada septendecim,Beulah Rd NE,Vienna,VA,research
2021-04-23,Magicicada cassinii,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-23,Magicicada,Cameron Station Blvd,Alexandria,VA,research
2021-04-23,Magicicada septendecula,Cameron Station Blvd,Alexandria,VA,research
2021-04-23,Magicicada septendecim,W Wagner Rd,Cambridge City,IN,needs_id
2021-04-23,Magicicada septendecim,Aspen Ln,Front Royal,VA,research
2021-04-23,Magicicada cassinii,W Wagner Rd,Cambridge City,IN,research
2021-04-23,Magicicada septendecim,Fox Run Ct,Phoenix,MD,research
2021-04-23,Magicicada septendecim,Friends of Patterson Park,Baltimore,MD,research
2021-04-23,Magicicada septendecim,Carroll Ave & Garland Ave,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Friends of Patterson Park,Baltimore,MD,research
2021-04-23,Magicicada septendecim,Brainerd Pl,Exton,PA,research
2021-04-23,Magicicada septendecim,Friends of Patterson Park,Baltimore,MD,research
2021-04-23,Magicicada septendecim,Friends of Patterson Park,Baltimore,MD,research
2021-04-23,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-23,Magicicada septendecim,Brainerd Pl,Exton,PA,needs_id
2021-04-23,Magicicada septendecim,S Weimer Rd,Bloomington,IN,research
2021-04-23,Magicicada cassinii,Gleneagles Dr,Fort Washington,MD,research
2021-04-23,Magicicada,CR-,Belle Mead,NJ,research
2021-04-23,Magicicada cassinii,Fox Run Ct,Phoenix,MD,research
2021-04-23,Magicicada septendecim,S Weimer Rd,Bloomington,IN,research
2021-04-23,Magicicada cassinii,The Catholic University of America,Washington,DC,research
2021-04-23,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-23,Magicicada septendecim,Fox Run Ct,Phoenix,MD,research
2021-04-23,Magicicada cassinii,Olney Manor Recreational Park,Olney,MD,research
2021-04-23,Magicicada cassinii,Bexley Park,Bexley,OH,research
2021-04-23,Magicicada septendecim,Eaglesknoll Ct,Cincinnati,OH,research
2021-04-23,Magicicada septendecim,Hillside Cir SW,Vienna,VA,research
2021-04-23,Magicicada,Susquehanna State Park,Havre De Grace,MD,research
2021-04-23,Magicicada cassinii,Johnson St SW,Vienna,VA,research
2021-04-23,Magicicada septendecim,CR-,Kenton,OH,research
2021-04-23,Magicicada septendecim,Melvor Ln,Winchester,VA,research
2021-04-23,Magicicada septendecim,Battle Rock Dr,Clifton,VA,research
2021-04-23,Magicicada septendecim,Little Buffalo State Park,New Bloomfield,PA,research
2021-04-24,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada cassinii,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-24,Magicicada cassinii,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-24,Magicicada,Lois Y. Green Park,Gaithersburg,MD,research
2021-04-24,Magicicada septendecim,Long Branch Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada,White River Library,Greenwood,IN,research
2021-04-24,Magicicada septendecim,North Michigan Park,Washington,DC,research
2021-04-24,Magicicada cassinii,Maryland Ave,Edgewater,MD,research
2021-04-24,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-24,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-24,Magicicada cassinii,Veirs Mill Rd,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Marcus Ct,Rockville,MD,needs_id
2021-04-24,Magicicada septendecula,Morning Wind Dr,Marriottsville,MD,research
2021-04-24,Magicicada septendecim,Riverbend Park,Great Falls,VA,research
2021-04-24,Magicicada,River Birch Dr,Great Falls,VA,research
2021-04-24,Magicicada septendecim,Upton Hill Regional Park,Arlington,VA,research
2021-04-24,Magicicada septendecim,Virginia Ave,McLean,VA,research
2021-04-24,Magicicada septendecim,Riverside Park,Baltimore,MD,research
2021-04-24,Magicicada cassinii,Tornado Rd,Fort Knox,KY,research
2021-04-24,Magicicada septendecim,S Bay Hill Ct,Bloomington,IN,research
2021-04-24,Magicicada cassinii,Wolfangel Rd,Cincinnati,OH,needs_id
2021-04-24,Magicicada cassinii,Dorsey's Search,Ellicott City,MD,research
2021-04-24,Magicicada,Victoria Ave,Cincinnati,OH,research
2021-04-24,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Center St,McHenry,IL,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Fairfax Dr,Arlington,VA,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,S Sare Rd,Bloomington,IN,research
2021-04-24,Magicicada cassinii,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
